0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
90,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,234,1157,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
91,999999,14,17,64,13,999999,999999,999999,999999,999999,15,53,85,999999,89,999999,999999,999999,57,999999,999999,999999,999999,999999,999999,73,999999,6,999999,45,840,40,999999,999999,999999,999999,999999,999999,8,7,999999,999999,999999,20,76,999999,999999,1232,999999,12,999999,56,999999,41,999999,41,47,999999,999999,999999,999999,84,23,17,19,43,999999,999999,164,92,999999,999999,999999,999999,17,23,29,999999,30,21,10,29,999999,23,54,28,63,999999,88,17,15,89,11,89,56,46,74,999999,47,19,999999,999999,999999,999999,64,922,20
92,999999,7,34,21,60,999999,164,999999,999999,18,58,64,21,999999,11,33,999999,999999,39,999999,999999,999999,999999,999999,999999,999999,999999,12,999999,12,999999,999999,999999,999999,999999,999999,999999,999999,6,73,999999,999999,999999,999999,999999,999999,999999,57,999999,50,33,41,999999,17,999999,80,999999,999999,999999,999999,999999,999999,999999,553,6,15,999999,999999,63,13,999999,999999,999999,999999,61,23,36,999999,25,999999,37,31,999999,35,16,22,159,60,999999,9,999999,999999,999999,28,999999,38,999999,999999,1182,45,999999,999999,999999,11,14,47,24
93,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,27,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
94,999999,999999,999999,999999,124,28,999999,999999,999999,275,16,999999,999999,999999,999999,999999,39,15,999999,999999,999999,999999,999999,999999,999999,999999,123,999999,999999,90,163,821,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,17,999999,204,109,24,35,221,63,127,199,999999,219,27,416,127,15,999999,999999,999999,999999,999999,999999,59,999999,999999,118,123,999999,999999,999999,22,999999,607,999999,999999,116,447,484,180,94,155,999999,999999,999999,999999,1321,999999,999999,999999,999999,82,999999,999999,999999,53,91,36
95,221,999999,999999,999999,31,486,999999,999999,41,37,110,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,134,999999,999999,9,218,142,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,81,225,108,355,542,165,999999,366,162,999999,322,120,239,129,1671,999999,999999,999999,999999,999999,999999,999999,233,999999,999999,153,999999,999999,999999,999999,999999,999999,999999,999999,163,295,1005,699,363,999999,999999,999999,999999,999999,1044,999999,999999,999999,999999,212,999999,999999,999999,386,208,133
96,999999,999999,999999,999999,67,480,999999,999999,999999,501,147,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,273,999999,999999,368,350,492,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,70,575,906,256,505,115,194,35,372,212,999999,211,245,152,300,45,999999,483,999999,496,999999,999999,999999,999999,999999,999999,369,999999,532,999999,999999,999999,616,999999,999999,233,1382,462,286,194,198,999999,999999,1720,999999,45,999999,999999,999999,999999,959,999999,999999,999999,437,227,405
97,999999,31,9,999999,999999,999999,398,999999,13,73,741,453,45,999999,56,17,999999,63,154,999999,999999,999999,999999,999999,999999,999999,155,35,1265,320,23,55,999999,999999,999999,999999,999999,999999,15,1201,999999,999999,999999,999999,999999,999999,999999,999999,999999,94,999999,75,999999,24,15,408,999999,999999,999999,999999,999999,168,999999,77,999999,75,999999,999999,253,222,999999,999999,146,999999,709,44,93,999999,48,66,53,33,999999,88,80,96,96,1009,999999,999999,999999,110,999999,97,1143,77,42,7,98,925,999999,120,916,24,109,51,225
98,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,383,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
99,999999,999999,999999,999999,999999,999999,999999,216,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
100,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,626,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
101,999999,9,55,999999,33,999999,999999,999999,999999,999999,12,47,50,999999,15,64,31,999999,49,999999,999999,999999,999999,999999,999999,999999,999999,19,999999,10,548,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,23,999999,21,174,22,98,999999,185,999999,999999,999999,999999,999999,5,9,9,50,999999,999999,34,91,42,999999,999999,999999,10,38,24,999999,688,27,85,19,11,40,67,31,49,45,19,24,999999,276,99,32,999999,21,63,999999,11,18,25,999999,999999,999999,22,24,1431
102,999999,999999,999999,999999,49,336,999999,999999,999999,20,6,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,79,999999,999999,999999,9,17,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1449,999999,999999,999999,999999,999999,999999,424,999999,180,33,54,266,31,29,999999,216,184,999999,83,287,145,195,236,999999,999999,999999,999999,999999,999999,95,999999,999999,73,78,999999,999999,999999,999999,999999,316,999999,125,157,999999,999999,365,214,118,999999,999999,999999,999999,999999,999999,999999,999999,999999,202,999999,999999,999999,72,174,90
103,999999,999999,999999,999999,999999,999999,999999,83,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,72,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,521,999999,999999,999999,999999,999999,999999,999999,224,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
104,999999,999999,999999,999999,999999,999999,999999,55,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
105,999999,999999,999999,262,311,999999,999999,999999,999999,999999,40,999999,999999,999999,999999,999999,88,270,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,109,1789,999999,999999,999999,329,999999,999999,999999,999999,999999,999999,999999,999999,131,156,49,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,338,999999,999999,999999,169,999999,999999,226,123,366,131,96,999999,999999,320,273,999999,276,999999,999999,999999,999999,999999,999999,999999,113,67,999999,999999,999999,215,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,150,999999,999999,999999,999999,37,999999
106,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,772,999999,999999,999999,999999,999999,999999,999999,148,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,267,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
107,999999,139,999999,999999,9,999999,999999,999999,999999,999999,822,40,26,999999,7,999999,105,999999,30,999999,999999,999999,999999,999999,999999,999999,999999,25,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,16,999999,15,7,657,1431,22,999999,999999,999999,999999,999999,999999,16,224,999999,24,999999,999999,49,53,999999,999999,5,999999,34,18,18,999999,9,999999,48,20,999999,40,25,21,5,999999,999999,7,999999,999999,999999,37,19,29,26,920,999999,777,13,999999,999999,999999,38,32,13
108,251,547,999999,999999,72,999999,999999,999999,999999,210,283,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,445,999999,999999,88,53,1372,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,7,81,44,264,188,253,184,164,999999,999999,93,301,168,496,100,999999,999999,999999,999999,999999,999999,231,999999,999999,999999,123,999999,101,999999,999999,999999,999999,999999,999999,135,999999,474,1191,223,391,999999,999999,999999,999999,31,999999,999999,999999,999999,30,999999,999999,999999,244,165,251
109,999999,69,999999,999999,155,325,999999,999999,999999,143,37,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,185,999999,999999,94,49,128,999999,999999,999999,999999,999999,999999,1853,999999,999999,999999,999999,999999,999999,999999,999999,112,999999,999999,999999,999999,233,315,240,68,553,231,180,74,999999,193,75,345,368,999999,999999,999999,999999,999999,999999,999999,232,999999,999999,999999,222,999999,999999,999999,999999,999999,278,999999,999999,186,999999,358,205,261,41,999999,999999,999999,999999,61,999999,999999,507,999999,999999,999999,999999,999999,156,258,151
110,999999,999999,999999,999999,126,999999,999999,999999,999999,607,196,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,705,999999,999999,108,163,192,999999,999999,999999,372,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1178,54,14,47,388,529,349,999999,999999,238,1091,285,117,999999,999999,999999,999999,463,999999,999999,999999,999999,999999,999999,166,999999,999999,999999,999999,999999,26,105,999999,260,999999,965,294,273,481,999999,999999,999999,999999,999999,999999,999999,999999,999999,131,999999,999999,999999,1023,462,428
111,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,846,999999,999999,999999,999999,999999,999999,999999,447,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
112,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,120,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
113,999999,71,90,127,1057,999999,999999,999999,999999,999999,999999,123,100,999999,51,999999,1612,999999,117,999999,999999,999999,999999,999999,999999,999999,181,43,999999,134,999999,999999,999999,999999,999999,999999,999999,999999,999999,94,999999,999999,315,999999,999999,999999,999999,145,999999,45,999999,52,1616,43,60,13,40,999999,502,999999,999999,56,73,17,23,70,999999,999999,67,112,999999,999999,999999,999999,46,26,142,999999,91,39,187,192,999999,52,79,76,152,184,80,999999,105,999999,999999,122,288,89,116,999999,44,65,999999,999999,999999,999999,83,137,407
114,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,457,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,224,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,63,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
115,5,999999,999999,999999,389,999999,999999,999999,23,97,97,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,213,999999,999999,103,116,384,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,105,238,162,212,248,999999,310,999999,999999,140,318,999999,22,337,999999,999999,999999,999999,999999,999999,309,999999,999999,1557,177,999999,435,999999,999999,999999,999999,999999,999999,300,326,1316,117,141,251,999999,999999,999999,999999,16,999999,999999,999999,999999,249,999999,999999,999999,322,176,229
116,999999,999999,999999,108,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,97,66,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,100,999999,234,999999,999999,165,999999,999999,999999,999999,999999,999999,999999,999999,387,184,122,999999,999999,999999,999999,999999,999999,227,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,131,83,100,123,102,999999,999999,29,1350,999999,56,999999,999999,999999,999999,999999,999999,379,999999,79,48,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,66,40
117,999999,999999,999999,999999,40,999999,999999,999999,999999,214,255,999999,999999,999999,18,999999,999999,27,999999,999999,999999,999999,999999,999999,42,999999,298,999999,999999,170,197,133,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,67,999999,999999,999999,999999,999999,999999,175,87,150,101,277,371,85,243,221,109,999999,485,194,275,396,28,999999,999999,999999,39,999999,999999,250,999999,999999,999999,161,999999,999999,999999,360,999999,85,999999,999999,248,1113,75,326,245,363,999999,999999,999999,999999,999999,999999,999999,999999,999999,1155,999999,999999,469,156,206,87
118,999999,999999,999999,999999,328,999999,999999,999999,299,242,216,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,31,999999,999999,143,376,63,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,252,398,205,177,274,301,243,199,999999,191,75,123,999999,244,999999,999999,999999,121,999999,999999,999999,999999,999999,83,125,999999,999999,999999,149,11,130,999999,999999,206,212,279,363,158,299,999999,999999,999999,999999,7,999999,999999,329,999999,419,999999,999999,999999,188,191,235
119,999999,999999,999999,999999,999999,999999,261,999999,999999,999999,411,999999,999999,999999,999999,999999,243,1392,999999,999999,128,999999,213,193,143,999999,999999,999999,999999,999999,999999,999999,999999,999999,242,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,281,341,999999,999999,999999,999999,999999,999999,999999,999999,2774,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,470,999999,216,999999,462,999999,999999,999999,1987,222,92,999999,999999,999999,999999,999999,999999,999999,999999,76,999999,999999,999999,999999,999999,999999,999999,999999,999999,891,999999
120,999999,999999,999999,999999,203,999999,999999,999999,524,321,238,999999,999999,999999,999999,999999,38,999999,999999,999999,999999,999999,999999,26,999999,999999,166,999999,999999,88,245,126,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,309,188,155,266,396,266,308,291,999999,176,319,264,41,198,999999,999999,999999,84,999999,999999,1027,999999,999999,999999,222,999999,999999,999999,561,999999,59,999999,999999,139,999999,126,170,233,302,999999,999999,999999,999999,999999,999999,999999,999999,999999,97,999999,999999,2064,345,243,289
121,999999,999999,999999,999999,999999,999999,999999,57,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,42,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
122,999999,999999,999999,999999,58,19,999999,999999,290,37,40,999999,999999,999999,999999,999999,999999,18,999999,999999,999999,999999,999999,999999,999999,999999,105,999999,999999,10,103,79,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,20,999999,141,999999,999999,999999,27,134,285,404,10,45,183,126,278,999999,101,33,93,510,28,999999,17,999999,420,999999,26,225,32,999999,999999,89,999999,999999,999999,193,999999,379,999999,169,127,2841,42,315,125,434,999999,999999,999999,999999,68,999999,181,999999,999999,71,999999,999999,999999,201,125,121
123,999999,47,52,999999,84,999999,999999,999999,999999,65,56,130,45,999999,41,999999,999999,999999,43,999999,999999,999999,999999,999999,999999,999999,999999,30,999999,94,18,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,33,999999,48,999999,26,999999,999999,999999,8,28,999999,999999,213,999999,77,999999,32,999999,999999,17,96,999999,999999,999999,999999,79,319,36,999999,161,31,38,38,999999,65,43,22,27,999999,999999,27,999999,999999,999999,274,76,38,44,999999,30,23,999999,999999,999999,999999,36,17,9
124,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,235,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,90,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,48,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
125,999999,999999,999999,999999,175,999999,999999,999999,999999,269,320,999999,999999,999999,999999,999999,999999,999999,999999,136,999999,999999,999999,999999,999999,999999,199,999999,999999,999999,68,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,29,999999,999999,359,999999,999999,86,49,84,36,112,34,173,279,999999,41,115,33,999999,195,999999,999999,999999,999999,999999,999999,5,999999,999999,999999,62,999999,999999,999999,40,999999,128,999999,999999,78,2632,190,999999,242,218,999999,999999,999999,999999,999999,999999,999999,999999,999999,254,999999,999999,999999,177,162,114
126,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,50,840,294,999999,999999,999999,999999,999999,66,999999,999999,999999,999999,999999,299,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,168,999999,999999,999999,999999,999999,999999,6,999999,919,999999,999999,999999,999999,999999,999999,999999,10,999999,999999,26,999999,999999,999999,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,176,2529,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,164,6,999999,999999,999999,999999,999999,999999,999999,999999
127,999999,999999,999999,1191,999999,999999,999999,999999,999999,999999,999999,999999,999999,32,11,10,999999,999999,999999,999999,999999,10,999999,999999,999999,999999,999999,999999,16,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,47,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,86,999999,431,21,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,1515,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
128,999999,41,57,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,39,999999,999999,999999,1987,999999,999999,999999,999999,999999,999999,999999,999999,148,999999,999999,999999,999999,999999,999999,999999,999999,999999,32,54,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,142,999999,68,999999,113,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,86,999999,999999,999999,999999,999999,999999,999999,999999,999999,8,56,999999,22,102,999999,2750,999999,999999,61,190,999999,20,999999,999999,999999,999999,999999,42,999999,31,999999,999999,999999,129,999999,999999,999999,999999,999999,999999,999999
129,999999,33,23,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,25,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,5,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,612,39,52,999999,70,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,15,999999,999999,999999,999999,1262,29,999999,999999,999999,999999,999999,999999,999999
130,999999,13,14,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,251,25,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,21,999999,999999,13,42,15,999999,999999,999999,999999,999999,999999,999999,48,999999,999999,999999,999999,999999,999999,999999,999999,999999,10,999999,19,999999,999999,999999,999999,999999,999999,70,999999,999999,999999,999999,439,999999,180,999999,999999,54,999999,999999,999999,999999,999999,999999,11,20,999999,43,999999,999999,1482,999999,1813,999999,101,999999,44,999999,999999,999999,999999,999999,74,999999,17,999999,999999,1251,109,999999,999999,999999,999999,999999,17,83
131,999999,999999,999999,999999,32,999999,999999,999999,999999,999999,999999,999999,999999,999999,65,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,63,999999,999999,999999,999999,999999,999999,999999,16,999999,999999,999999,999999,999999,82,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,188,999999,1933,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,9,999999,54,25,999999,819,999999,999999,999999,999999,999999,999999,999999,999999
132,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,11,999999,999999,999999,999999,999999,999999,999999,338,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999
133,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,45,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,106,999999